"BLYTH",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,None,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,,,,,,,2.10,1.50,,,,
February,,,,,,,3.20,0.92,,,,
March,,,,,,,0.67,1.39,,,,
April,,,,,,,1.02,2.00,,,,
May,,,,,,,1.96,3.35,,,,
June,,,,,,,2.74,3.96,,,,
July,,,,,,,3.76,3.46,,,,
August,,,,,,,2.08,3.33,,,,
September,,,,,,3.30,2.47,3.12,,,,
October,,,,,,1.64,3.22,1.88,,,,
November,,,,,,1.10,3.37,2.56,,,,
December,,,,,,5.44,0.58,4.28,,,,
Total,,,,,,,27.17,31.75,,,,
Calc annual,0.00,0.00,0.00,0.00,0.00,11.48,27.17,31.75,0.00,0.00,0.00,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,0.00,-0.00,NaN,NaN,NaN,
