"MEALSGATE QUARRY HILL RESERVOIR",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,3611,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,4.53,6.22,3.15,2.19,3.29,2.82,4.35,3.87,8.24,1.18,6.99,
February,3.54,0.28,3.33,3.54,0.53,4.67,4.46,2.13,4.17,0.69,0.54,
March,5.03,5.37,1.42,0.75,1.31,1.75,1.55,2.80,2.74,0.45,3.30,
April,2.52,0.70,1.85,2.66,1.41,4.00,2.33,2.42,1.28,1.46,1.50,
May,4.19,2.01,1.74,3.27,4.02,4.29,2.44,1.76,1.91,1.82,1.28,
June,1.29,0.45,2.70,1.29,2.35,0.27,3.85,3.31,5.26,1.36,2.81,
July,5.04,2.36,4.57,2.92,4.17,1.63,3.43,4.53,4.93,4.52,4.78,
August,2.48,5.71,3.26,6.71,3.18,2.80,3.57,6.92,6.28,6.42,7.48,
September,1.52,1.86,3.20,3.58,4.85,3.70,5.31,8.32,3.07,1.57,1.89,
October,1.52,3.53,1.27,6.15,3.24,4.48,4.05,3.83,5.85,6.28,6.58,
November,2.51,1.84,1.02,4.79,2.74,1.32,4.88,4.76,6.25,7.08,3.86,
December,2.96,4.91,4.53,2.96,5.90,4.13,1.31,1.38,3.54,6.99,3.17,
Total,37.13,35.24,32.04,40.81,36.99,35.86,41.53,46.03,53.52,39.82,44.18,
Calc annual,37.13,35.24,32.04,40.81,36.99,35.86,41.53,46.03,53.52,39.82,44.18,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
