"YAPTON BONHAMS",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,3.54,3.07,3.56,1.71,2.78,4.92,3.75,1.93,4.99,,,
February,0.57,0.58,3.16,5.02,0.34,4.84,2.66,4.08,1.77,,,
March,2.42,1.06,1.79,2.47,1.62,0.22,0.46,2.58,2.52,,,
April,2.51,0.94,3.21,3.91,2.49,3.19,2.70,1.42,2.08,,,
May,1.03,1.17,0.66,2.89,3.45,4.23,2.66,1.17,1.28,,,
June,1.90,0.00,1.32,0.45,3.31,0.04,1.99,3.29,2.13,,,
July,4.72,0.33,3.27,0.91,2.92,3.27,2.43,2.45,2.14,,,
August,1.13,2.08,3.35,2.07,3.00,4.40,1.98,4.08,1.78,,,
September,2.75,0.58,1.81,2.32,4.38,3.33,0.27,5.57,0.80,,,
October,1.98,1.40,0.66,5.71,5.06,3.61,1.75,1.55,5.79,,,
November,1.62,2.20,1.86,2.03,2.36,4.07,5.83,2.85,2.66,,,
December,3.80,2.12,3.57,3.21,4.68,4.47,0.33,4.07,3.04,,,
Total,27.97,15.53,28.22,32.70,36.39,40.59,26.81,35.04,30.98,,,
Calc annual,27.97,15.53,28.22,32.70,36.39,40.59,26.81,35.04,30.98,0.00,0.00,
Difference,0.00,-0.00,-0.00,0.00,0.00,0.00,-0.00,-0.00,0.00,NaN,NaN,
