"ROBOROUGH (MARISTOW GARDENS)",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,1641/7,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,,,,,,,,,10.39,4.18,9.55,
February,,,,,,,,,4.81,2.73,2.07,
March,,,,,,,,,7.18,0.80,3.76,
April,,,,,,,,,1.63,0.89,4.36,
May,,,,,,,,,1.83,4.80,2.76,
June,,,,,,,,,3.23,3.12,1.64,
July,,,,,,,,,2.43,2.32,3.38,
August,,,,,,,,,1.98,4.57,5.87,
September,,,,,,,,,2.36,0.64,8.57,
October,,,,,,,,,9.03,7.90,6.37,
November,,,,,,,,,6.29,19.16,9.33,
December,,,,,,,,,6.13,12.27,6.44,
Total,,,,,,,,,57.29,63.38,64.10,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,57.29,63.38,64.10,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00,0.00,0.00,
