"MIDSOMER NORTON, NORTON HILL SECONDARY SCHOOL",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,,4.75,,,,,,,,,,
February,,0.06,,,,,,,,,,
March,,2.68,,,,,,,,,,
April,,1.17,,,,,,,,,,
May,,2.14,,,,,,,,,,
June,,0.44,,,,,,,,,,
July,,0.27,,,,,,,,,,
August,,4.20,,,,,,,,,,
September,,1.07,,,,,,,,,,
October,,1.54,,,,,,,,,,
November,,2.73,,,,,,,,,,
December,,3.94,,,,,,,,,,
Total,,24.99,,,,,,,,,,
Calc annual,0.00,24.99,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Difference,NaN,-0.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
