"MOSS MOOR, LINSGREAVE",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,3206,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,,,,,3.73,5.07,5.79,5.52,13.15,2.67,7.78,
February,,,,,1.41,8.27,5.03,2.09,6.86,0.90,1.21,
March,,,,,2.05,2.10,2.82,5.78,3.30,1.73,3.75,
April,,,,,2.53,3.16,2.34,4.48,1.24,1.60,4.59,
May,,,,,6.44,5.03,5.77,1.85,2.10,4.05,2.79,
June,,,,,3.70,0.05,3.52,5.09,7.49,1.79,2.52,
July,,,,,4.72,2.50,3.74,3.35,2.07,2.71,8.05,
August,,,,,7.52,4.42,6.14,9.74,6.07,6.59,8.90,
September,,,,,6.57,4.22,4.37,7.51,0.70,2.18,5.02,
October,,,,,6.87,7.40,4.41,5.20,5.87,6.67,7.59,
November,,,,,3.30,3.58,7.04,6.45,8.86,10.27,6.96,
December,,,,,7.21,4.90,2.80,1.94,3.77,8.59,4.16,
Total,,,,,56.05,50.70,53.77,59.00,61.48,49.75,63.32,
Calc annual,0.00,0.00,0.00,0.00,56.05,50.70,53.77,59.00,61.48,49.75,63.32,
Difference,NaN,NaN,NaN,NaN,0.00,0.00,0.00,-0.00,-0.00,0.00,-0.00,
