"SWANBOURNE HOUSE SCHOOL",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,1020,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,2.28,2.27,2.04,1.03,2.91,1.45,3.24,2.44,3.70,1.29,3.07,
February,0.85,0.38,2.06,3.49,0.56,3.10,2.37,3.88,1.75,0.98,0.90,
March,2.50,1.33,1.79,1.77,0.76,0.88,0.38,2.32,2.06,0.09,1.60,
April,3.89,1.05,2.73,2.19,2.87,1.69,2.74,1.84,1.17,1.34,1.96,
May,2.07,1.34,1.02,1.76,6.32,2.15,3.02,0.99,1.52,1.45,2.36,
June,2.59,0.29,0.39,0.52,2.16,0.02,3.10,3.67,2.62,0.89,1.39,
July,4.09,0.18,4.06,2.90,3.47,3.79,2.16,2.42,2.24,1.33,2.56,
August,1.32,1.57,3.03,3.72,2.37,2.21,1.23,3.58,2.49,0.59,3.04,
September,2.21,1.21,1.65,2.68,4.09,3.31,2.41,6.01,0.60,0.32,3.20,
October,1.21,1.08,1.08,4.32,4.42,3.10,2.48,1.66,3.45,3.92,1.19,
November,0.77,1.49,1.18,1.38,2.98,1.76,4.14,2.88,2.91,6.43,4.26,
December,2.31,1.63,2.49,2.88,4.36,2.15,0.45,3.00,2.76,5.09,2.85,
Total,26.09,13.82,23.52,28.64,37.27,25.61,27.72,34.69,27.27,23.72,28.38,
Calc annual,26.09,13.82,23.52,28.64,37.27,25.61,27.72,34.69,27.27,23.72,28.38,
Difference,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,-0.00,
