"GARSTON GRASSENDALE PARK",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,2811,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,3.77,3.62,3.82,1.53,2.55,1.68,2.62,3.69,4.82,2.09,4.36,
February,2.88,0.18,2.76,3.91,0.83,4.99,3.09,1.82,2.40,1.11,0.25,
March,3.78,1.59,1.98,1.37,0.93,0.77,1.04,2.82,1.83,0.52,3.24,
April,4.71,1.56,2.40,2.52,2.02,2.02,0.79,2.30,1.12,1.17,2.76,
May,3.75,2.32,1.14,3.54,5.84,3.48,3.41,1.39,1.35,1.69,1.25,
June,2.41,0.28,2.22,0.58,2.54,0.08,1.49,4.72,5.42,1.61,1.08,
July,5.64,1.50,4.18,2.70,4.97,2.70,3.61,3.30,2.44,3.33,5.37,
August,1.96,4.54,3.46,3.72,5.22,4.36,3.18,5.04,3.69,3.67,4.54,
September,2.91,1.08,2.89,3.39,4.11,4.59,3.99,6.68,1.70,1.86,3.47,
October,1.11,2.71,0.40,4.68,4.08,4.42,4.41,2.75,3.69,5.34,5.55,
November,0.61,2.21,1.54,3.26,2.06,2.78,4.66,4.63,4.71,5.73,4.18,
December,2.48,3.44,4.35,4.46,3.12,2.36,1.11,1.69,2.56,5.02,4.03,
Total,36.01,25.03,31.14,35.66,38.27,34.23,33.40,40.83,35.73,33.14,40.08,
Calc annual,36.01,25.03,31.14,35.66,38.27,34.23,33.40,40.83,35.73,33.14,40.08,
Difference,0.00,-0.00,0.00,-0.00,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,
