"CASTLE KENNEDY (LOCHINCH)",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,5001,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,,,,,5.90,3.52,5.20,5.01,8.54,2.83,6.62,
February,,,,,1.13,4.98,4.86,2.15,3.37,3.12,0.39,
March,,,,,1.85,1.53,2.09,4.85,4.39,1.23,2.83,
April,,,,,2.82,3.82,1.50,2.25,1.99,1.10,2.06,
May,,,,,3.50,4.49,3.73,2.38,1.62,4.35,1.93,
June,,,,,3.23,0.73,2.27,4.82,5.23,2.45,2.43,
July,,,,,4.51,2.97,3.79,2.95,2.40,3.09,2.70,
August,,,,,4.90,2.38,3.92,3.56,4.95,6.17,5.95,
September,,,,,6.83,4.59,3.41,6.27,2.40,1.24,4.20,
October,,,,,2.95,4.49,5.13,5.31,7.67,6.55,7.41,
November,,,,,4.83,2.82,5.28,4.89,8.21,6.97,5.77,
December,,,,,8.06,4.82,2.28,1.83,5.30,8.83,5.15,
Total,,,,,50.51,41.14,43.46,46.27,56.07,47.93,47.44,
Calc annual,0.00,0.00,0.00,0.00,50.51,41.14,43.46,46.27,56.07,47.93,47.44,
Difference,NaN,NaN,NaN,NaN,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
