"EXMINSTER (TROOD HOUSE)",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,1768,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,,,,,,,3.90,4.77,4.52,2.03,6.58,
February,,,,,,,2.93,3.94,3.23,2.39,1.64,
March,,,,,,,0.54,3.43,3.87,0.13,2.71,
April,,,,,,,2.00,2.59,1.35,0.93,3.18,
May,,,,,,,0.81,0.41,1.47,2.22,1.62,
June,,,,,,,3.50,1.78,1.71,2.52,0.34,
July,,,,,,,0.81,3.05,1.22,1.49,1.37,
August,,,,,,,0.96,3.49,2.09,1.62,3.20,
September,,,,,,,1.54,4.85,1.29,0.33,4.42,
October,,,,,,,2.74,2.00,4.90,5.74,3.62,
November,,,,,,,8.81,2.96,3.34,11.19,5.87,
December,,,,,,,0.66,3.31,3.09,9.87,4.07,
Total,,,,,,,29.20,36.58,32.08,40.46,38.62,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,29.20,36.58,32.08,40.46,38.62,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,-0.00,-0.00,0.00,0.00,-0.00,
