"BOLTON W.W., WAYOH (NO. 2)",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,2876,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,,,,,,,6.86,6.43,14.55,2.73,7.38,
February,,,,,,,5.82,2.74,6.76,1.39,0.49,
March,,,,,,,3.47,7.22,3.69,2.01,2.98,
April,,,,,,,1.89,4.79,1.46,1.56,2.81,
May,,,,,,,4.28,2.04,1.31,3.58,3.76,
June,,,,,,,3.27,6.04,7.58,2.03,2.33,
July,,,,,,,3.49,5.13,2.88,4.59,6.36,
August,,,,,,,5.86,7.55,6.96,7.07,8.55,
September,,,,,,,5.21,7.95,1.00,3.00,4.41,
October,,,,,,,4.94,5.80,6.81,8.93,8.28,
November,,,,,,,8.11,6.36,8.96,10.24,8.37,
December,,,,,,,2.86,1.53,4.04,10.30,5.20,
Total,,,,,,54.90,56.06,63.58,66.00,57.43,60.92,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,56.06,63.58,66.00,57.43,60.92,
Difference,NaN,NaN,NaN,NaN,NaN,54.90,0.00,0.00,-0.00,-0.00,0.00,
