"BOUGHTON ALUPH, FAIRLAWN",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,286,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,,,3.51,1.47,2.91,1.96,2.95,1.76,3.71,1.41,2.20,
February,,,1.91,3.53,1.11,3.39,2.77,3.75,1.11,0.82,1.34,
March,,,2.57,2.30,1.49,1.58,0.45,3.26,2.59,0.15,1.54,
April,,,2.91,2.18,3.13,2.91,4.72,1.66,2.70,1.46,1.53,
May,,,0.37,3.33,3.49,2.29,1.92,0.85,2.86,1.29,4.04,
June,,,2.29,0.70,1.22,0.60,2.37,3.24,2.43,1.74,0.78,
July,,,2.13,0.99,3.14,4.89,1.95,5.15,0.94,0.93,3.12,
August,,,1.87,1.97,2.17,1.97,1.84,3.54,1.76,2.16,3.30,
September,,,5.03,1.78,2.09,2.40,0.80,3.24,0.75,0.90,4.30,
October,,,2.45,5.64,4.38,3.12,3.16,1.79,5.62,3.21,2.78,
November,,,1.32,2.14,3.51,3.52,5.38,3.20,3.90,5.11,4.60,
December,,,2.92,3.00,4.15,3.35,1.15,4.90,3.28,5.71,2.32,
Total,,,29.28,29.03,32.79,31.98,29.46,36.34,31.65,24.89,31.85,
Calc annual,0.00,0.00,29.28,29.03,32.79,31.98,29.46,36.34,31.65,24.89,31.85,
Difference,NaN,NaN,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,
