"BLAXHALL",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,1364,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,,,,,,,,,,,1.96,
February,,,,,,,,,,,0.77,
March,,,,,,,,,,,1.15,
April,,,,,,,,,,,1.61,
May,,,,,,,,,,,2.15,
June,,,,,,,,,,,1.06,
July,,,,,,,,,,,3.77,
August,,,,,,,,,,,4.56,
September,,,,,,,,,,,5.61,
October,,,,,,,,,,,0.81,
November,,,,,,,,,,,3.45,
December,,,,,,,,,,,1.88,
Total,,,,,,,,,,,28.78,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,28.78,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00,
