"LINCOLN BOULTHAM PUMPING STATION",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,1.97,1.83,,,,,,,,,,
February,1.63,0.25,,,,,,,,,,
March,4.09,0.82,,,,,,,,,,
April,4.96,1.12,,,,,,,,,,
May,1.95,2.15,,,,,,,,,,
June,2.47,1.21,,,,,,,,,,
July,2.50,0.38,,,,,,,,,,
August,0.99,2.53,,,,,,,,,,
September,1.69,0.90,,,,,,,,,,
October,1.24,1.56,,,,,,,,,,
November,0.60,1.66,,,,,,,,,,
December,2.27,1.59,,,,,,,,,,
Total,26.36,16.00,,,,,,,,,,
Calc annual,26.36,16.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Difference,0.00,0.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
