"GORESBRIDGE BARRAGHCORE HOUSE",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,6073,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,5.29,3.34,3.13,1.67,6.69,,,2.71,3.39,1.36,4.78,
February,1.94,1.98,1.94,6.21,1.27,,,2.01,2.78,3.08,0.60,
March,3.64,2.21,1.33,1.90,1.76,,,3.82,4.51,1.10,4.13,
April,3.42,0.58,2.59,3.35,2.23,,,0.63,2.00,0.80,1.77,
May,2.69,1.39,1.13,1.09,3.24,,,1.19,1.28,2.51,2.08,
June,1.17,0.27,0.83,0.69,3.34,,,2.24,4.49,1.99,1.83,
July,5.00,3.61,2.07,1.96,3.15,,,2.95,1.05,2.33,3.11,
August,2.41,4.03,4.82,5.28,2.45,,,3.98,6.24,2.72,6.00,
September,1.11,1.14,2.53,2.40,5.19,,,1.92,1.16,0.80,3.88,
October,6.16,3.09,0.94,3.87,3.19,,,2.49,5.38,3.35,5.21,
November,2.19,3.65,1.29,1.96,4.31,,,2.21,3.24,4.99,3.32,
December,2.75,1.67,3.15,2.59,4.00,,,2.17,2.76,7.10,3.78,
Total,37.77,26.96,25.75,32.97,40.82,,,28.32,38.28,32.13,40.49,
Calc annual,37.77,26.96,25.75,32.97,40.82,0.00,0.00,28.32,38.28,32.13,40.49,
Difference,0.00,0.00,-0.00,0.00,0.00,NaN,NaN,-0.00,0.00,0.00,0.00,
