"SHERBORNE (CASTLETON)",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,1547,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,4.70,3.16,4.42,1.93,3.73,3.73,3.46,3.60,4.32,1.40,5.64,
February,0.83,0.23,2.67,7.58,0.51,3.95,1.96,4.32,2.59,1.35,0.86,
March,2.40,1.87,3.15,1.25,1.51,0.97,0.94,4.18,2.50,0.35,1.78,
April,4.51,0.95,3.39,2.34,2.86,2.67,2.89,1.43,1.61,0.88,2.87,
May,1.32,2.17,0.47,1.97,6.10,3.26,1.76,1.27,1.31,2.74,1.80,
June,2.08,0.33,0.69,0.44,1.81,0.07,2.41,2.25,2.90,1.79,0.37,
July,4.60,0.70,3.89,0.97,4.28,2.58,2.20,2.99,1.99,1.59,2.03,
August,2.23,1.52,3.88,2.18,3.11,2.95,1.49,3.51,2.41,1.86,4.33,
September,1.31,0.88,1.94,3.29,4.48,3.45,1.04,6.02,1.88,0.70,3.23,
October,3.31,1.03,1.42,5.78,5.29,4.00,3.27,2.99,6.20,5.05,2.85,
November,1.08,2.65,1.89,2.28,4.20,2.51,9.33,3.11,3.73,8.98,5.01,
December,2.57,1.89,4.28,3.40,5.43,4.45,0.48,3.67,2.85,8.14,3.53,
Total,30.94,17.38,32.09,33.41,43.31,34.59,31.23,39.34,34.29,34.83,34.30,
Calc annual,30.94,17.38,32.09,33.41,43.31,34.59,31.23,39.34,34.29,34.83,34.30,
Difference,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,
