"DUNSANY CASTLE",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,6131,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,,,,2.20,5.35,2.84,4.59,3.03,3.97,1.67,3.52,
February,,,,5.17,0.56,4.53,2.41,2.14,3.44,3.63,0.82,
March,,,,2.19,1.61,0.67,1.06,3.90,5.28,0.57,3.80,
April,,,,4.09,2.70,3.34,1.95,1.31,1.31,1.07,1.52,
May,,,,1.75,4.03,5.22,2.23,1.56,1.66,2.71,1.73,
June,,,1.23,1.24,3.40,0.64,3.07,3.72,4.63,2.08,2.79,
July,,,2.10,3.06,4.50,2.81,3.68,3.76,2.26,2.89,3.61,
August,,,3.94,5.05,4.36,2.29,3.62,5.18,4.10,5.22,5.25,
September,,,2.60,3.37,5.97,2.36,2.05,4.56,1.97,0.48,4.36,
October,,,1.42,2.63,5.02,2.27,2.67,3.85,3.83,3.79,3.37,
November,,,0.65,2.44,2.99,2.32,3.72,2.18,3.72,4.49,3.29,
December,,,3.07,3.05,5.04,1.80,0.70,3.40,3.57,5.70,3.48,
Total,,,,36.24,45.53,31.09,31.75,38.59,39.74,34.30,37.54,
Calc annual,0.00,0.00,15.01,36.24,45.53,31.09,31.75,38.59,39.74,34.30,37.54,
Difference,NaN,NaN,NaN,0.00,0.00,0.00,-0.00,0.00,0.00,-0.00,0.00,
