"HORRABRIDGE, FURZATOR",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,1655,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,,,,,,,,,10.19,3.22,10.00,
February,,,,,,,,,4.30,2.32,2.36,
March,,,,,,,,,7.00,0.88,3.91,
April,,,,,,,,,2.38,0.83,5.05,
May,,,,,,,,,1.73,4.94,3.05,
June,,,,,,,,,3.34,3.05,2.21,
July,,,,,,,,,2.50,2.52,3.94,
August,,,,,,,,,2.80,5.32,6.54,
September,,,,,,,,,1.47,1.37,6.97,
October,,,,,,,,,9.71,9.42,7.61,
November,,,,,,,,,7.05,17.97,9.51,
December,,,,,,,,,6.83,12.68,5.52,
Total,,,,,,,,,59.30,64.52,66.67,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,59.30,64.52,66.67,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00,-0.00,0.00,
