"MINSTERLEY, SHELVE POOL",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,2282,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,,,,,,,,,,,6.30,
February,,,,,,,,,,,1.30,
March,,,,,,,,,,,3.50,
April,,,,,,,,,,,3.85,
May,,,,,,,,,,,2.30,
June,,,,,,,,,,,1.20,
July,,,,,,,,,,,4.90,
August,,,,,,,,,,,2.45,
September,,,,,,,,,,,4.60,
October,,,,,,,,,,,4.50,
November,,,,,,,,,,,5.50,
December,,,,,,,,,,,4.10,
Total,,,,,,,,,,,44.50,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,44.50,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00,
