"WEST BALDWIN RESERVOIR",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,4417,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,5.54,6.13,7.58,4.39,7.49,3.47,7.31,4.39,10.20,3.77,7.15,
February,2.00,1.16,5.61,6.89,1.45,5.65,5.93,3.32,4.11,2.72,0.86,
March,4.94,5.14,1.74,2.14,3.18,1.36,1.24,6.04,6.34,1.39,3.57,
April,5.21,1.73,4.48,3.57,3.78,3.60,1.98,2.52,1.91,2.07,2.61,
May,4.57,2.93,1.50,2.97,5.87,5.38,2.87,2.89,1.55,3.46,2.35,
June,3.88,0.27,2.28,1.55,3.97,0.25,2.42,4.39,6.18,2.08,2.78,
July,4.93,4.35,4.66,3.44,6.47,2.97,3.33,3.90,4.42,3.78,4.29,
August,4.67,6.06,3.70,8.54,5.78,3.35,3.99,5.70,6.51,6.26,6.64,
September,4.06,2.86,5.19,4.73,8.47,4.99,3.06,7.00,3.18,1.09,6.81,
October,5.54,3.19,1.50,8.38,4.20,6.60,3.93,5.83,11.78,8.71,9.22,
November,4.35,6.54,5.58,4.48,5.23,3.30,6.92,7.31,9.07,10.07,7.16,
December,9.40,4.62,6.32,6.67,8.37,5.44,1.44,3.29,6.50,10.45,9.06,
Total,59.09,44.98,50.14,57.75,64.26,46.36,44.42,56.58,71.75,55.85,62.50,
Calc annual,59.09,44.98,50.14,57.75,64.26,46.36,44.42,56.58,71.75,55.85,62.50,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
