"PORTLAW CURRYHOUSE GARDENS",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,5.84,2.93,5.82,1.47,10.44,6.94,14.12,4.74,7.18,,,
February,2.21,3.18,2.71,7.34,2.64,5.13,5.27,3.89,4.38,,,
March,4.33,3.50,0.80,3.63,1.68,0.34,2.06,5.84,10.50,,,
April,4.53,0.28,2.96,4.70,3.19,3.38,3.10,1.93,4.00,,,
May,3.47,2.70,1.52,1.36,3.79,5.39,3.55,2.60,2.74,,,
June,1.47,0.13,0.60,0.40,4.11,0.69,2.36,3.61,6.88,,,
July,5.65,5.25,2.95,2.57,4.05,2.71,3.44,6.53,1.39,,,
August,3.72,3.73,3.96,5.30,3.06,2.63,5.40,5.61,6.66,,,
September,0.85,2.38,3.15,3.04,8.25,2.57,1.02,3.78,1.87,,,
October,8.38,1.02,0.91,4.71,4.82,6.72,3.26,4.23,8.90,,,
November,2.45,5.31,2.13,2.67,7.46,3.04,7.71,5.58,7.91,,,
December,4.65,2.21,4.05,2.60,8.58,3.46,0.92,9.74,6.65,,,
Total,47.55,32.62,31.56,39.79,62.07,43.00,52.21,58.08,69.06,,,
Calc annual,47.55,32.62,31.56,39.79,62.07,43.00,52.21,58.08,69.06,0.00,0.00,
Difference,-0.00,0.00,-0.00,0.00,0.00,0.00,0.00,-0.00,0.00,NaN,NaN,
