"BALINEEN KILMEEN RECTORY",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,8.28,5.41,8.28,,,,,,,,,
February,3.27,4.25,7.83,,,,,,,,,
March,5.21,4.75,3.52,,,,,,,,,
April,7.73,0.91,3.47,,,,,,,,,
May,5.74,2.78,2.45,,,,,,,,,
June,3.98,0.04,1.76,,,,,,,,,
July,4.70,4.80,4.57,,,,,,,,,
August,2.94,5.05,5.13,,,,,,,,,
September,3.26,2.51,4.43,,,,,,,,,
October,5.93,4.44,3.22,,,,,,,,,
November,5.98,7.95,3.50,,,,,,,,,
December,7.59,4.04,5.67,,,,,,,,,
Total,64.61,46.93,53.83,,,,,,,,,
Calc annual,64.61,46.93,53.83,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Difference,0.00,0.00,0.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
