"STOCKSBRIDGE, WORTLEY RESERVOIR",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,3144,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,3.43,3.44,4.34,1.26,2.31,3.57,3.79,1.63,5.51,1.94,4.87,
February,2.50,0.27,2.80,6.04,1.16,4.66,2.26,1.29,2.96,0.82,0.92,
March,2.09,1.99,2.05,1.96,1.06,0.90,0.87,2.29,2.45,0.11,3.20,
April,4.92,1.11,4.04,2.35,2.00,3.22,1.52,2.85,0.94,1.28,3.26,
May,3.71,1.51,0.86,3.23,3.51,4.18,2.49,1.54,2.20,1.58,1.73,
June,3.38,0.28,0.93,0.88,1.64,0.21,3.16,3.39,3.19,1.23,1.24,
July,5.88,0.69,3.46,3.05,3.17,1.65,3.21,1.98,0.79,1.59,6.17,
August,1.33,5.18,6.60,2.72,2.13,2.65,2.93,5.19,2.97,2.16,3.14,
September,1.38,0.63,3.00,2.33,3.20,2.59,1.11,3.56,0.26,1.15,4.80,
October,2.30,1.79,1.17,2.16,4.06,3.85,4.37,2.79,5.18,3.26,2.91,
November,1.59,2.06,1.50,4.44,2.57,2.42,5.21,3.47,4.92,6.08,4.12,
December,3.42,4.61,3.34,2.85,3.62,3.16,1.23,2.11,2.52,7.53,2.89,
Total,35.93,23.56,34.09,33.27,30.43,33.06,32.15,32.09,33.89,28.73,39.25,
Calc annual,35.93,23.56,34.09,33.27,30.43,33.06,32.15,32.09,33.89,28.73,39.25,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
