"ROCHESTER KNIGHTS PLACE",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,372,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,2.59,2.18,3.00,1.37,2.61,1.85,2.79,2.13,3.04,0.91,2.46,
February,0.29,1.08,1.95,3.52,0.82,3.19,2.61,3.85,1.08,0.66,0.89,
March,0.91,1.54,1.97,2.12,1.13,0.89,0.28,3.04,2.03,0.10,1.34,
April,3.29,1.54,2.82,1.73,3.72,1.88,5.36,1.61,2.32,1.45,1.51,
May,0.70,1.66,0.79,2.78,2.61,2.14,1.01,1.15,3.10,1.12,3.84,
June,1.43,0.32,1.13,1.13,2.29,0.43,2.34,2.70,2.87,1.11,0.72,
July,4.05,0.30,3.32,0.66,3.24,3.56,2.52,3.32,1.93,1.12,3.53,
August,1.66,0.95,2.56,1.68,2.86,2.82,1.90,4.60,2.93,2.27,3.03,
September,4.09,1.23,3.31,1.79,2.29,2.27,0.70,4.82,0.75,0.15,3.81,
October,0.78,0.91,1.80,5.41,3.68,3.60,2.72,1.14,4.06,3.06,1.28,
November,0.96,2.14,1.53,2.22,3.47,2.70,4.92,2.34,3.03,5.95,4.41,
December,2.21,1.33,2.99,2.31,3.40,2.63,0.71,3.31,3.17,5.23,2.20,
Total,22.96,15.18,27.17,26.72,32.12,27.96,27.86,34.01,30.31,23.13,29.02,
Calc annual,22.96,15.18,27.17,26.72,32.12,27.96,27.86,34.01,30.31,23.13,29.02,
Difference,-0.00,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,-0.00,0.00,
