"GUILDFORD SEWAGE FARM",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,NONE,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,4.80,,,,,,,,,,,
February,0.44,,,,,,,,,,,
March,2.33,,,,,,,,,,,
April,5.81,,,,,,,,,,,
May,0.86,,,,,,,,,,,
June,2.33,,,,,,,,,,,
July,7.00,,,,,,,,,,,
August,2.37,,,,,,,,,,,
September,2.97,,,,,,,,,,,
October,2.28,,,,,,,,,,,
November,2.00,,,,,,,,,,,
December,3.83,,,,,,,,,,,
Total,37.02,,,,,,,,,,,
Calc annual,37.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Difference,0.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
