"BIRMINGHAM WW (NANT-Y-CAR)",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,4215,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,10.34,12.66,9.75,11.10,8.40,8.30,10.45,12.33,16.70,2.90,14.17,
February,6.56,0.50,10.90,17.60,2.33,14.30,6.10,7.90,10.10,1.31,0.71,
March,9.98,9.64,5.60,3.80,3.27,3.12,3.42,9.34,5.80,0.82,5.13,
April,12.20,2.10,4.93,5.05,7.35,6.72,3.93,4.60,2.85,1.50,4.36,
May,7.00,3.70,1.75,6.45,9.22,6.60,4.65,2.60,1.14,5.84,4.40,
June,4.03,0.92,3.88,1.75,3.90,0.03,4.35,9.00,8.51,5.20,3.34,
July,8.53,4.45,8.10,7.65,8.47,4.65,7.52,7.48,5.16,5.34,9.03,
August,3.87,8.49,5.35,8.45,9.40,5.94,7.50,13.45,8.65,4.89,9.22,
September,7.07,3.20,5.95,7.75,10.75,7.10,5.10,10.50,2.38,3.04,9.72,
October,5.41,3.42,2.50,13.60,9.13,10.40,6.80,7.85,11.03,10.82,11.86,
November,4.85,5.43,3.55,8.50,6.27,5.30,12.22,6.70,15.97,19.20,11.06,
December,7.11,11.35,9.95,9.50,14.00,8.60,2.40,3.47,6.40,18.86,10.15,
Total,86.95,65.86,72.21,101.20,92.49,81.06,74.44,95.22,94.69,79.72,93.15,
Calc annual,86.95,65.86,72.21,101.20,92.49,81.06,74.44,95.22,94.69,79.72,93.15,
Difference,0.00,-0.00,-0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,
