"BRYN BRAS, CASTLE GARDENS",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,,,5.80,4.03,,,,,,,,
February,,,4.70,10.30,,,,,,,,
March,,,3.36,1.60,,,,,,,,
April,,,4.01,4.00,,,,,,,,
May,,,0.98,3.82,,,,,,,,
June,,,2.79,2.06,,,,,,,,
July,,,4.81,4.46,,,,,,,,
August,,,3.70,5.95,,,,,,,,
September,,,4.76,8.48,,,,,,,,
October,,,1.66,8.66,,,,,,,,
November,,,2.94,9.39,,,,,,,,
December,,,7.47,5.54,,,,,,,,
Total,,,46.98,68.29,,,,,,,,
Calc annual,0.00,0.00,46.98,68.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Difference,NaN,NaN,0.00,0.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
