"NORLEY JEWISH FRESH AIR SCHOOL",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,,,4.43,2.26,2.51,1.95,2.43,3.40,,,,
February,,,3.02,4.91,1.13,4.58,3.00,1.41,,,,
March,,,2.19,1.61,0.93,0.88,1.19,3.67,,,,
April,,,2.59,2.58,1.70,1.65,1.07,2.57,,,,
May,,,0.74,3.54,5.19,3.86,3.74,1.49,,,,
June,,,1.89,0.77,2.23,0.05,2.33,5.20,,,,
July,,,4.35,3.44,3.50,2.61,4.06,2.80,,,,
August,,,3.40,3.42,3.86,4.43,3.42,4.13,,,,
September,,,3.71,3.37,3.48,4.68,5.46,6.34,,,,
October,,,0.32,4.27,4.45,4.34,2.70,2.88,,,,
November,,,1.67,2.13,1.58,2.69,5.42,3.51,,,,
December,,3.25,4.35,3.72,3.64,2.36,0.89,1.59,,,,
Total,,,32.66,36.02,34.20,34.08,35.71,38.99,,,,
Calc annual,0.00,3.25,32.66,36.02,34.20,34.08,35.71,38.99,0.00,0.00,0.00,
Difference,NaN,NaN,-0.00,0.00,0.00,0.00,0.00,0.00,NaN,NaN,NaN,
