"EGGLESTON",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,3519,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,,,,,,,,,,,4.85,
February,,,,,,,,,,,1.71,
March,,,,,,,,,,,2.33,
April,,,,,,,,,,,3.06,
May,,,,,,,,,,,2.41,
June,,,,,,,,,,1.48,1.65,
July,,,,,,,,,,3.16,5.63,
August,,,,,,,,,,2.92,5.89,
September,,,,,,,,,,1.59,3.86,
October,,,,,,,,,,3.71,3.47,
November,,,,,,,,,,4.25,4.65,
December,,,,,,,,,,6.46,3.66,
Total,,,,,,,,,,,43.17,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,23.57,43.17,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00,
