"LYDD WESTBROKE HOUSE",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,249,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,,1.67,3.11,1.45,2.42,3.20,2.70,2.48,3.78,1.00,2.69,
February,,0.92,1.97,3.50,0.56,3.48,2.71,3.18,1.10,0.69,1.20,
March,,0.97,1.79,2.04,1.93,1.07,0.28,2.18,1.32,0.04,1.86,
April,,1.05,1.70,1.47,3.00,2.50,3.38,1.74,2.28,0.65,1.06,
May,,1.68,0.21,3.57,2.91,2.56,1.37,0.70,2.54,2.07,3.42,
June,,0.08,1.38,0.57,2.32,0.18,2.46,4.47,2.35,1.86,1.18,
July,,0.21,1.67,0.68,2.91,2.84,1.59,5.96,1.01,0.92,3.62,
August,,1.30,1.52,1.29,3.60,1.00,1.02,3.32,1.41,2.10,3.21,
September,,0.58,3.24,1.65,2.04,3.21,0.41,3.18,0.42,0.78,2.66,
October,,0.58,2.05,6.04,3.56,3.97,3.90,1.35,7.77,3.55,1.73,
November,,1.56,1.48,1.96,3.28,3.04,7.11,2.73,4.12,5.00,5.58,
December,,1.96,2.97,3.10,4.20,4.44,0.72,4.48,2.20,7.52,2.89,
Total,22.50,12.56,23.09,27.32,32.73,31.49,27.65,35.77,30.30,26.18,31.10,
Calc annual,0.00,12.56,23.09,27.32,32.73,31.49,27.65,35.77,30.30,26.18,31.10,
Difference,22.50,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,
