"LOCH ARKLET ( CORRIEHICHON )",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,5376,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,13.70,16.45,9.10,13.10,8.95,9.80,18.10,14.10,19.50,4.10,12.70,
February,16.40,3.35,8.25,10.35,2.40,7.90,9.40,5.10,10.50,3.50,0.10,
March,10.65,17.50,3.35,4.40,0.65,2.80,8.50,5.90,12.30,1.90,5.20,
April,3.45,2.20,4.75,6.50,5.35,7.80,3.30,5.30,6.20,2.10,3.60,
May,10.70,6.85,8.55,3.40,6.45,9.40,4.80,3.50,1.50,7.40,3.70,
June,3.60,1.45,3.90,3.10,4.70,1.60,6.00,6.30,7.80,6.70,5.00,
July,5.85,6.50,6.25,8.05,8.20,3.00,5.20,5.70,8.90,6.80,4.70,
August,8.10,8.45,6.10,9.85,6.10,6.60,8.15,7.90,7.90,10.00,8.90,
September,5.30,4.40,5.05,14.85,9.45,4.20,6.60,7.30,7.00,4.10,5.60,
October,7.40,9.60,4.20,15.30,6.15,9.30,10.30,9.20,14.70,12.10,13.40,
November,12.65,4.90,5.70,6.70,8.05,1.40,14.10,7.50,12.00,13.00,11.00,
December,8.85,17.60,9.80,6.40,12.90,5.30,6.10,1.70,11.00,19.20,10.40,
Total,106.65,99.25,75.00,102.00,79.35,69.10,100.55,79.50,119.30,90.90,84.30,
Calc annual,106.65,99.25,75.00,102.00,79.35,69.10,100.55,79.50,119.30,90.90,84.30,
Difference,0.00,0.00,0.00,-0.00,-0.00,-0.00,0.00,0.00,-0.00,0.00,-0.00,
