"FLADBURY RECTORY, PERSHORE",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,,,,1.31,2.68,,,,,,,
February,,,,3.42,0.42,,,,,,,
March,,,,1.84,0.89,,,,,,,
April,,,,2.43,2.56,,,,,,,
May,,,,2.05,5.57,,,,,,,
June,,,,0.20,1.87,,,,,,,
July,,,,2.21,3.08,,,,,,,
August,,,,1.92,2.72,,,,,,,
September,,,,2.03,3.19,,,,,,,
October,,,,4.58,3.29,,,,,,,
November,,,,1.17,1.88,,,,,,,
December,,,,2.49,2.33,,,,,,,
Total,,,,25.65,30.48,,,,,,,
Calc annual,0.00,0.00,0.00,25.65,30.48,0.00,0.00,0.00,0.00,0.00,0.00,
Difference,NaN,NaN,NaN,-0.00,0.00,NaN,NaN,NaN,NaN,NaN,NaN,
