"BUXTON HURDLOW TOP",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,2674,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,,8.20,4.05,3.89,5.27,4.47,4.76,3.84,11.25,1.35,5.38,
February,,0.14,5.96,4.53,1.11,7.92,3.72,1.84,6.13,1.47,0.96,
March,,3.57,4.33,4.87,1.25,2.04,1.82,5.88,2.42,0.82,2.63,
April,6.77,1.33,2.38,3.22,1.29,2.68,2.18,4.85,1.97,1.80,1.84,
May,6.20,1.56,0.92,4.98,5.14,5.45,3.42,1.55,1.13,3.26,2.59,
June,4.00,0.42,1.43,1.06,3.93,0.67,3.94,6.68,4.72,2.32,2.62,
July,4.93,0.75,5.41,3.51,3.48,2.49,3.73,5.22,2.81,3.11,7.69,
August,2.59,5.95,4.26,7.02,6.79,4.27,5.13,6.00,5.73,5.22,4.93,
September,2.43,1.57,4.75,6.53,5.06,4.19,3.22,8.63,0.62,2.56,4.79,
October,2.74,3.82,1.49,3.86,7.60,8.18,3.88,5.26,6.29,6.81,8.35,
November,2.59,2.19,2.22,5.61,3.09,2.61,5.97,5.80,9.19,8.56,5.09,
December,2.80,4.43,4.26,3.82,3.70,4.32,2.03,2.51,3.29,12.06,4.07,
Total,,33.93,41.46,52.90,47.71,49.29,43.80,58.06,55.55,49.34,50.94,
Calc annual,35.05,33.93,41.46,52.90,47.71,49.29,43.80,58.06,55.55,49.34,50.94,
Difference,NaN,-0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,-0.00,
