"TURNBERRY HOTEL",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,3.85,6.92,2.73,3.10,3.80,2.17,2.75,4.16,5.37,,,
February,3.05,0.52,3.12,4.24,0.48,3.72,2.67,1.28,2.29,,0.50,
March,3.66,6.12,1.13,1.29,0.85,1.26,1.37,2.82,2.31,,,
April,1.56,0.99,1.58,1.64,1.89,2.19,1.71,2.24,,,,
May,3.27,1.78,3.25,1.32,3.14,5.52,2.19,1.96,,,1.23,
June,2.35,0.49,2.70,1.40,2.58,0.41,1.45,3.40,,,2.54,
July,3.54,3.06,2.04,3.07,2.40,1.98,2.81,2.44,,3.35,2.60,
August,4.11,3.87,2.69,5.19,3.24,1.77,2.99,3.49,,4.67,,
September,2.37,1.98,1.46,4.67,4.95,2.02,3.47,4.74,,1.18,,
October,2.83,3.14,1.62,3.93,2.07,3.01,4.18,3.97,,,,
November,1.94,2.06,2.08,3.96,2.36,1.11,2.73,3.10,,,4.49,
December,3.02,4.69,2.27,3.74,3.14,2.46,1.37,0.70,,,,
Total,35.55,35.62,26.67,37.55,30.90,27.62,29.69,34.30,,,,
Calc annual,35.55,35.62,26.67,37.55,30.90,27.62,29.69,34.30,9.97,9.20,11.36,
Difference,-0.00,0.00,0.00,-0.00,0.00,0.00,0.00,-0.00,NaN,NaN,NaN,
