"BUDLEIGH SALTERTON, TIDWELL HOUSE",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,1800,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,,,,,,,3.77,3.61,4.22,1.92,4.69,
February,,,,,,,2.75,3.53,2.34,1.63,1.21,
March,,,,,,,0.31,3.89,3.22,0.48,2.37,
April,,,,,,,2.24,1.81,1.16,1.10,3.24,
May,,,,,,,0.55,0.48,1.38,2.56,1.87,
June,,,,,,,3.18,2.03,1.67,2.48,0.18,
July,,,,,,,1.47,3.55,1.20,1.19,1.71,
August,,,,,,,1.06,2.82,1.91,1.71,3.22,
September,,,,,,,1.36,5.60,1.51,0.31,4.92,
October,,,,,,,2.37,1.74,4.78,4.82,2.98,
November,,,,,,,8.72,3.18,3.29,9.09,5.11,
December,,,,,,,0.74,3.67,2.40,6.33,3.98,
Total,,,,,,,28.52,35.91,29.08,33.62,35.48,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,28.52,35.91,29.08,33.62,35.48,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,0.00,-0.00,0.00,-0.00,0.00,
