"RAWTENSTALL CEMETERY",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,2922,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,5.80,8.72,4.80,5.04,4.80,3.97,7.16,5.90,13.02,2.00,7.94,
February,4.71,0.55,6.15,8.57,1.09,8.92,5.03,2.21,6.81,1.25,0.78,
March,4.98,4.38,4.02,2.09,1.87,1.49,2.65,4.83,3.95,1.51,3.40,
April,5.99,2.03,3.14,4.45,2.06,3.19,2.59,4.56,1.39,1.65,3.08,
May,7.26,3.03,1.80,4.48,6.19,4.56,3.44,1.78,1.10,3.70,1.75,
June,3.00,0.30,2.99,1.20,3.70,0.00,2.92,5.03,6.06,1.81,1.81,
July,7.53,2.66,5.60,4.73,5.02,2.53,2.77,4.53,2.33,3.41,6.21,
August,3.68,7.09,5.56,4.96,7.49,4.98,5.59,7.54,6.61,5.11,8.25,
September,1.31,1.12,3.47,5.47,6.02,4.04,4.12,6.99,0.77,2.11,4.82,
October,2.42,3.07,0.77,7.14,5.12,5.76,5.30,6.19,5.39,7.52,7.42,
November,3.21,3.74,4.84,7.54,3.80,3.01,8.54,6.21,8.68,10.08,7.32,
December,4.66,8.13,6.27,5.51,6.96,3.57,2.54,1.80,3.31,10.86,4.44,
Total,54.55,44.82,49.41,61.18,54.12,46.02,52.65,57.57,59.42,51.01,57.22,
Calc annual,54.55,44.82,49.41,61.18,54.12,46.02,52.65,57.57,59.42,51.01,57.22,
Difference,-0.00,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
