"NEW GALLOWAY, LOCH DEE",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,5015/8,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,,,,,,,,,,,16.91,
February,,,,,,,,,,,0.87,
March,,,,,,,,,,,6.04,
April,,,,,,,,,,,3.42,
May,,,,,,,,,,,3.81,
June,,,,,,,,,,,5.40,
July,,,,,,,,,,,5.86,
August,,,,,,,,,,10.94,11.35,
September,,,,,,,,,,1.93,5.68,
October,,,,,,,,,,11.91,16.10,
November,,,,,,,,,,17.47,10.94,
December,,,,,,,,,,20.22,11.39,
Total,,,,,,,,,,,97.77,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,62.47,97.77,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00,
