"LANGFORD TREATMENT PLANT",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,1292,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,,,,,,,,,,1.41,1.75,
February,,,,,,,,,,0.52,0.57,
March,,,,,,,,,,0.05,1.09,
April,,,,,,,,,,1.57,1.91,
May,,,,,,,,,,1.29,1.97,
June,,,,,,,,,2.26,0.68,0.43,
July,,,,,,,,,1.72,2.06,3.03,
August,,,,,,,,,2.50,1.33,2.11,
September,,,,,,,,,0.63,0.50,3.19,
October,,,,,,,,,2.96,2.84,1.12,
November,,,,,,,,,1.91,4.61,3.39,
December,,,,,,,,,2.97,4.14,1.97,
Total,,,,,,,,,,21.00,22.53,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.95,21.00,22.53,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00,0.00,
