"STURMINSTER MARSHALL (BAILIE HOUSE)",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,1610,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,4.28,3.53,4.93,1.62,4.59,5.42,4.86,2.48,5.70,1.58,4.50,
February,0.46,0.47,2.91,6.91,0.66,4.58,2.26,3.80,2.85,1.45,1.03,
March,2.40,1.54,3.09,1.60,1.98,0.87,0.40,3.52,2.92,0.19,1.44,
April,3.40,0.97,3.38,3.97,3.36,2.39,3.91,2.42,1.74,0.76,2.33,
May,1.05,1.68,0.58,1.75,5.74,4.14,2.09,1.13,1.74,2.34,2.39,
June,2.26,0.64,0.85,0.49,2.12,0.00,3.19,2.86,2.37,1.54,0.54,
July,5.23,0.47,5.41,0.87,3.29,2.86,2.10,3.10,1.39,1.33,1.83,
August,1.49,2.22,3.45,2.75,2.70,2.22,0.93,3.99,2.67,1.92,4.49,
September,1.63,1.09,1.82,2.74,3.58,3.62,0.63,6.06,2.13,0.54,3.51,
October,2.77,1.14,1.50,5.86,5.28,5.18,4.79,2.70,7.93,4.38,2.77,
November,1.87,2.57,2.20,1.94,4.16,3.25,11.47,3.38,3.54,9.54,6.46,
December,3.68,1.76,5.20,4.12,6.84,4.23,0.43,4.61,3.41,7.50,4.16,
Total,30.52,18.08,35.32,34.62,44.30,38.76,37.06,40.05,38.39,33.07,35.45,
Calc annual,30.52,18.08,35.32,34.62,44.30,38.76,37.06,40.05,38.39,33.07,35.45,
Difference,0.00,-0.00,0.00,-0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,
