"ARMAGH OBSERVATORY",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,6193,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,4.11,4.34,3.31,2.57,3.37,2.21,4.90,3.34,4.84,1.30,4.02,
February,2.47,0.98,2.72,5.42,1.09,3.57,2.27,1.40,4.04,2.26,0.86,
March,3.20,2.60,1.35,1.48,1.16,1.20,1.73,2.33,3.17,0.34,2.14,
April,2.89,0.91,3.08,3.16,2.50,2.82,1.82,1.32,1.78,0.85,1.52,
May,2.97,2.06,1.77,1.43,4.09,4.60,2.79,1.54,0.80,2.74,1.54,
June,2.37,0.29,2.15,1.08,2.37,1.08,2.64,2.91,4.18,1.85,1.50,
July,2.99,3.66,3.41,2.22,4.76,3.78,3.13,2.57,1.59,2.51,3.27,
August,1.92,3.53,3.84,4.89,4.41,1.85,3.24,4.46,6.86,5.52,5.85,
September,2.27,1.23,2.66,3.47,5.24,2.62,1.98,5.27,2.11,1.43,3.00,
October,5.36,2.79,1.27,3.46,2.77,2.46,2.84,2.24,4.70,5.55,5.35,
November,2.71,2.81,1.20,3.75,2.61,1.57,3.09,3.40,4.26,3.51,3.05,
December,3.04,3.29,2.97,2.93,4.05,2.51,1.22,1.83,2.45,5.88,2.58,
Total,36.30,28.49,29.73,35.86,38.42,30.27,31.65,32.61,40.78,-999.00,34.68,
Calc annual,36.30,28.49,29.73,35.86,38.42,30.27,31.65,32.61,40.78,33.74,34.68,
Difference,0.00,0.00,0.00,0.00,0.00,-0.00,-0.00,0.00,0.00,-1032.74,0.00,
