"EDENHAM SCHOOL",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,,2.64,2.65,1.54,,,,,,,,
February,,0.38,2.82,4.00,,,,,,,,
March,,0.53,1.52,2.01,,,,,,,,
April,,1.10,3.37,1.07,,,,,,,,
May,,1.13,0.70,0.83,,,,,,,,
June,,0.55,1.02,0.69,,,,,,,,
July,,0.18,6.75,2.87,,,,,,,,
August,,2.63,3.49,2.34,,,,,,,,
September,,0.71,2.42,2.00,,,,,,,,
October,,1.10,1.23,2.64,,,,,,,,
November,,1.32,1.37,1.71,,,,,,,,
December,,1.30,3.65,2.64,,,,,,,,
Total,,13.57,30.99,24.34,,,,,,,,
Calc annual,0.00,13.57,30.99,24.34,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Difference,NaN,-0.00,-0.00,0.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
