"TOTLEY HALL",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,2720,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,5.38,5.02,5.79,2.22,2.26,3.76,4.50,2.75,7.58,2.31,6.17,
February,3.89,0.34,3.83,6.96,1.06,4.94,2.73,1.92,5.16,0.97,1.48,
March,2.90,2.80,2.60,2.21,1.13,1.52,2.03,4.38,3.13,0.35,4.17,
April,6.37,1.50,4.24,2.84,2.51,3.21,2.15,3.58,1.62,1.20,3.37,
May,2.76,1.52,0.74,4.10,4.59,4.22,3.82,1.59,1.16,2.68,1.34,
June,3.59,0.41,1.13,0.69,2.63,0.15,3.17,4.38,3.58,1.54,1.43,
July,5.32,0.50,4.26,4.12,3.67,1.33,2.83,2.81,1.01,1.80,5.99,
August,0.95,5.55,7.54,3.40,3.34,2.93,3.54,4.20,3.72,2.59,3.22,
September,1.53,0.87,2.84,3.37,3.58,2.93,1.97,5.80,0.63,1.92,4.95,
October,2.36,2.92,1.30,2.69,4.87,4.10,3.26,3.03,6.07,4.61,4.24,
November,1.29,1.60,1.77,5.11,2.38,3.53,5.33,4.29,6.57,8.30,3.61,
December,3.73,4.49,4.96,3.40,2.83,4.11,2.76,3.36,3.33,7.83,3.57,
Total,40.07,27.52,41.00,41.11,34.85,36.73,38.09,42.09,43.56,36.10,43.54,
Calc annual,40.07,27.52,41.00,41.11,34.85,36.73,38.09,42.09,43.56,36.10,43.54,
Difference,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,
