"DENBY LANE, HILL HOUSE",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,,,,,,,,1.98,,,,
February,,,,,,,,2.02,,,,
March,,,,,,,,2.53,,,,
April,,,,,,,,2.07,,,,
May,,,,,,,3.00,1.16,,,,
June,,,,,,,2.45,,,,,
July,,,,,,,2.16,,,,,
August,,,,,,,2.32,,,,,
September,,,,,,,1.25,,,,,
October,,,,,,,2.15,,,,,
November,,,,,,,4.12,,,,,
December,,,,,,,1.05,,,,,
Total,,,,,,,,,,,,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,18.50,9.76,0.00,0.00,0.00,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
