"HOREHAM ROAD, HOLMWOOD",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,551,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,,,,,,4.19,4.36,2.60,5.67,1.26,3.91,
February,,,,,,4.20,2.73,3.92,1.66,0.84,1.38,
March,,,,,,1.27,0.38,4.53,2.24,0.00,1.69,
April,,,,,,3.40,3.51,2.04,2.89,0.86,1.85,
May,,,,,,3.49,3.67,1.13,1.44,2.23,2.95,
June,,,,,,0.15,3.25,5.23,3.33,1.50,0.99,
July,,,,,,4.66,2.28,2.97,1.55,1.62,2.79,
August,,,,,,2.19,2.38,4.98,1.58,2.67,3.79,
September,,,,,,3.21,0.56,5.09,0.32,2.61,3.34,
October,,,,,,4.80,2.58,2.48,8.16,4.44,2.12,
November,,,,,,3.95,7.64,3.25,4.45,8.76,5.78,
December,,,,,,4.81,0.74,4.16,3.48,7.16,3.18,
Total,,,,,,40.32,34.08,42.38,36.77,33.95,33.77,
Calc annual,0.00,0.00,0.00,0.00,0.00,40.32,34.08,42.38,36.77,33.95,33.77,
Difference,NaN,NaN,NaN,NaN,NaN,-0.00,0.00,0.00,0.00,0.00,0.00,
