"CLONGOWES WOOD COLLEGE",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,6101,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,2.23,3.33,2.44,2.39,4.37,3.03,4.10,2.56,3.76,1.22,3.64,
February,1.92,1.07,2.70,4.42,0.43,4.46,1.79,2.00,3.18,2.30,0.92,
March,2.07,2.25,1.66,1.25,0.98,0.51,0.93,2.94,4.40,0.50,3.48,
April,2.24,0.61,2.66,3.14,2.65,2.27,2.03,1.09,0.85,1.04,1.95,
May,2.71,2.16,1.21,1.33,2.86,6.12,,1.56,1.06,1.71,1.79,
June,1.87,0.22,0.85,1.54,3.41,0.39,,3.01,4.73,1.31,2.84,
July,6.18,2.81,2.50,2.65,3.78,2.94,,3.81,1.98,3.21,4.00,
August,2.24,3.41,3.50,5.22,3.72,2.17,,4.54,3.57,4.98,4.54,
September,,1.34,2.25,2.94,6.32,2.18,,4.05,1.68,0.45,4.65,
October,,1.99,1.18,2.87,2.96,3.28,,2.85,4.35,3.38,4.31,
November,,2.56,0.57,1.73,2.85,1.57,,2.83,3.96,3.66,2.68,
December,,2.80,3.07,2.33,3.81,1.80,,1.73,3.14,5.70,3.17,
Total,,24.55,24.59,31.81,38.14,30.72,,32.97,36.66,29.46,37.97,
Calc annual,21.46,24.55,24.59,31.81,38.14,30.72,8.85,32.97,36.66,29.46,37.97,
Difference,NaN,0.00,-0.00,-0.00,0.00,-0.00,NaN,0.00,-0.00,0.00,-0.00,
