"WEETON RESERVOIR NO 2",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,3.14,4.40,2.91,1.96,3.03,,,,,,,
February,1.88,0.22,3.69,3.22,0.71,,,,,,,
March,3.79,2.45,1.49,1.16,1.65,,,,,,,
April,3.61,1.44,1.51,2.16,1.42,,,,,,,
May,4.14,1.61,1.85,1.46,5.85,,,,,,,
June,2.34,0.77,2.11,0.39,1.80,,,,,,,
July,5.02,1.47,5.22,3.07,3.44,,,,,,,
August,1.24,4.90,5.61,4.45,3.87,,,,,,,
September,2.86,1.41,3.12,3.12,3.94,,,,,,,
October,1.09,1.80,0.67,4.03,3.88,,,,,,,
November,1.54,2.86,1.92,4.66,1.71,,,,,,,
December,2.62,3.94,3.81,4.53,4.50,,,,,,,
Total,33.27,27.27,33.91,34.21,35.80,,,,,,,
Calc annual,33.27,27.27,33.91,34.21,35.80,0.00,0.00,0.00,0.00,0.00,0.00,
Difference,0.00,0.00,-0.00,0.00,-0.00,NaN,NaN,NaN,NaN,NaN,NaN,
