"MARDALE (LOW RAISE)",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,3670,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,,,,,,,,9.80,23.80,2.80,13.65,
February,,,,,,,,7.20,10.43,2.35,0.89,
March,,,,,,,,8.70,11.03,1.40,4.20,
April,,,,,,,,4.56,3.00,2.21,4.14,
May,,,,,,,,4.50,1.67,7.32,2.70,
June,,,,,,,,7.60,13.36,3.53,4.08,
July,,,,,,,,8.15,7.65,12.50,5.21,
August,,,,,,,,10.70,14.00,10.90,13.20,
September,,,,,,,,11.00,7.20,5.90,6.71,
October,,,,,,,,15.15,24.60,12.40,17.52,
November,,,,,,,,12.09,18.70,17.80,9.80,
December,,,,,,,,2.25,6.65,14.30,9.63,
Total,,,,,,,,101.70,142.09,93.41,91.73,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,0.00,101.70,142.09,93.41,91.73,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00,0.00,0.00,0.00,
