"KILLARNEY LORE MT. MUCKROSS ESTATE",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,none,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,,,,,,10.10,16.70,9.50,,,,
February,,,,,,9.15,9.25,4.55,,,,
March,,,,,,1.20,6.90,5.00,,,,
April,,,,,,8.00,9.85,2.55,,,,
May,9.50,,,,,5.65,9.00,1.20,,,,
June,,,,,,0.25,12.70,4.55,,,,
July,,,,,,5.70,8.45,7.35,,,,
August,,,,,,3.15,9.70,6.90,,,,
September,,,,,,5.30,5.85,6.35,,,,
October,,,,,,8.25,7.25,5.80,,,,
November,,,,,,3.75,10.00,8.50,,,,
December,,,,,,7.15,3.65,7.75,,,,
Total,,,,,,67.65,109.30,70.00,,,,
Calc annual,9.50,0.00,0.00,0.00,0.00,67.65,109.30,70.00,0.00,0.00,0.00,
Difference,NaN,NaN,NaN,NaN,NaN,0.00,-0.00,0.00,NaN,NaN,NaN,
