"HERRIEMUIN LINTRATHEN",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,5576,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,3.46,3.20,5.23,2.98,2.90,2.80,6.37,3.23,7.32,1.86,3.67,
February,3.13,0.66,3.78,8.92,1.44,4.79,5.48,1.57,1.83,3.26,1.23,
March,3.41,2.80,1.96,1.95,0.57,0.91,1.58,3.37,5.60,0.66,1.24,
April,1.72,0.87,1.94,3.11,1.87,3.18,2.39,1.58,1.30,0.79,2.24,
May,3.81,2.17,1.69,1.33,4.03,4.55,2.87,2.21,1.20,2.78,1.99,
June,1.56,0.48,1.41,0.59,1.59,0.43,2.85,2.97,2.72,1.62,2.07,
July,2.13,3.09,2.69,2.15,5.43,1.74,1.78,2.06,0.98,3.26,4.19,
August,3.28,4.68,2.18,5.64,3.92,3.40,3.04,5.20,6.29,4.41,6.77,
September,2.21,1.60,2.49,3.44,3.60,2.26,3.88,3.47,3.77,0.93,4.31,
October,2.62,2.76,1.52,3.25,4.19,3.33,4.66,5.01,4.92,4.13,4.09,
November,3.24,2.86,1.77,2.28,3.01,0.90,6.16,3.02,4.00,4.12,3.58,
December,4.59,2.33,2.55,3.36,5.75,2.79,0.80,2.28,3.43,6.09,5.47,
Total,35.16,27.50,29.21,39.00,38.30,31.08,41.86,35.97,43.36,33.91,40.85,
Calc annual,35.16,27.50,29.21,39.00,38.30,31.08,41.86,35.97,43.36,33.91,40.85,
Difference,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,-0.00,0.00,0.00,0.00,
