"BATH, CLAVERTON OLD RECTORY",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,,,3.65,1.88,4.21,,,,,,,
February,,,3.86,6.87,0.25,,,,,,,
March,,,2.79,1.62,1.46,,,,,,,
April,,,3.46,2.40,3.06,,,,,,,
May,,,0.76,1.82,5.40,,,,,,,
June,,,1.27,0.68,2.51,,,,,,,
July,,,4.20,1.91,4.25,,,,,,,
August,,,4.58,2.96,3.00,,,,,,,
September,,,1.97,3.04,3.42,,,,,,,
October,,,1.54,5.70,5.90,,,,,,,
November,,,1.53,2.58,3.13,,,,,,,
December,,,3.93,3.65,4.59,,,,,,,
Total,,,33.54,35.11,41.18,,,,,,,
Calc annual,0.00,0.00,33.54,35.11,41.18,0.00,0.00,0.00,0.00,0.00,0.00,
Difference,NaN,NaN,0.00,0.00,-0.00,NaN,NaN,NaN,NaN,NaN,NaN,
