"MASHAM MOOR (LEIGHTON RES.)",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,3412,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,5.11,6.42,4.51,2.55,3.25,4.65,5.62,3.35,6.49,1.61,5.63,
February,2.46,0.12,3.83,6.57,0.86,5.37,3.10,1.69,3.27,1.21,1.66,
March,4.10,2.16,2.90,1.50,1.56,1.08,0.99,2.47,2.90,0.19,2.87,
April,5.89,1.36,3.65,2.76,2.06,4.26,1.46,2.48,0.47,1.23,3.75,
May,3.63,1.52,1.22,2.88,6.19,4.43,2.43,1.89,2.01,2.13,1.05,
June,1.02,0.63,1.76,0.81,1.64,0.14,4.05,3.10,3.47,1.28,1.92,
July,5.93,2.68,5.92,3.02,5.99,1.45,2.99,5.78,0.72,2.72,6.90,
August,1.34,4.97,4.18,4.34,3.10,2.73,3.15,8.97,4.30,2.81,3.80,
September,0.98,1.54,4.75,3.16,4.60,2.56,2.83,4.73,0.40,1.17,5.99,
October,3.76,1.57,1.34,3.52,4.23,3.82,3.45,4.49,4.49,4.02,3.71,
November,2.46,2.62,1.27,5.67,2.48,2.05,7.40,3.27,4.84,4.94,4.78,
December,4.21,5.36,4.89,2.95,5.39,5.41,1.17,3.32,2.13,7.96,3.74,
Total,40.89,30.95,40.22,39.73,41.35,37.95,38.64,45.54,35.49,31.27,45.80,
Calc annual,40.89,30.95,40.22,39.73,41.35,37.95,38.64,45.54,35.49,31.27,45.80,
Difference,0.00,0.00,-0.00,-0.00,0.00,0.00,0.00,-0.00,0.00,-0.00,-0.00,
