"STORNOWAY, BALLUAW, HERSHADER PS LEWIS",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,,,,3.95,,,,,,,,
February,,,,3.44,,,,,,,,
March,,,,0.67,,,,,,,,
April,,,,1.85,,,,,,,,
May,,,4.48,2.48,,,,,,,,
June,,,2.80,2.08,,,,,,,,
July,,,2.48,3.30,,,,,,,,
August,,,4.28,4.00,,,,,,,,
September,,,2.72,4.87,,,,,,,,
October,,,3.22,6.41,,,,,,,,
November,,,3.87,6.16,,,,,,,,
December,,,6.36,4.39,,,,,,,,
Total,,,,43.60,,,,,,,,
Calc annual,0.00,0.00,30.21,43.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Difference,NaN,NaN,NaN,0.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
