"STOCKPORT, (TORKINGTON) HAZEL KNOLL",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,,,,,,2.54,2.92,3.17,7.08,1.80,,
February,,,,,,5.46,2.35,1.59,3.56,1.03,,
March,,,,,,1.52,1.56,3.73,1.29,0.98,,
April,,,,,,1.83,1.32,2.89,1.13,1.13,,
May,,,,,,3.92,4.91,1.45,1.47,,,
June,,,,,2.42,0.30,4.11,5.61,5.50,,,
July,,,,,4.39,2.23,2.49,3.77,1.69,,,
August,,,,,5.66,3.55,4.02,4.49,5.29,,,
September,,,,,3.19,3.95,3.30,5.75,0.83,,,
October,,,,,3.81,4.17,3.36,2.10,3.92,,,
November,,,,,1.44,2.73,4.31,2.95,5.43,,,
December,,,,,3.33,2.66,1.68,0.77,1.85,,,
Total,,,,,,34.86,36.33,38.27,39.04,,,
Calc annual,0.00,0.00,0.00,0.00,24.24,34.86,36.33,38.27,39.04,4.94,0.00,
Difference,NaN,NaN,NaN,NaN,NaN,0.00,-0.00,-0.00,0.00,NaN,NaN,
