"BASINGSTOKE, UPTON GREY HOUSE",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,751,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,,,,,,3.22,,,4.63,1.15,5.01,
February,,,,,,4.24,,,2.09,0.60,0.84,
March,,,,,,0.39,,,2.57,0.08,1.20,
April,,,,,,2.54,,,1.59,0.88,2.10,
May,,,,,,3.12,,,1.39,1.84,1.52,
June,,,,,,0.02,,,2.34,1.62,0.45,
July,,,,,,2.73,,,1.69,2.03,1.41,
August,,,,,,3.30,,,2.63,1.49,3.60,
September,,,,,,2.96,,,1.05,0.47,3.02,
October,,,,,,3.14,,,5.24,4.38,1.36,
November,,,,,,1.52,,,2.40,8.59,5.67,
December,,,,,,3.97,,,2.58,7.40,3.02,
Total,,,,,,31.15,,,30.20,30.53,29.20,
Calc annual,0.00,0.00,0.00,0.00,0.00,31.15,0.00,0.00,30.20,30.53,29.20,
Difference,NaN,NaN,NaN,NaN,NaN,-0.00,NaN,NaN,0.00,0.00,0.00,
