"BUTTERLEY PARK",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,3.14,2.72,3.73,1.34,,2.46,,,,,,
February,2.60,0.31,2.80,4.30,,2.87,,,,,,
March,1.81,1.39,2.03,1.59,,0.58,,,,,,
April,4.90,1.01,3.69,2.22,,2.02,,,,,,
May,2.32,1.97,0.63,2.76,,3.67,,,,,,
June,2.26,0.32,1.16,0.49,,,,,,,,
July,4.70,0.88,4.00,3.51,,,,,,,,
August,1.16,3.28,6.39,3.23,,,,,,,,
September,1.67,1.24,2.31,2.45,,,,,,,,
October,2.09,3.77,0.73,1.70,,,,,,,,
November,0.96,1.75,1.07,2.28,,,,,,,,
December,2.05,2.78,3.15,2.79,,,,,,,,
Total,29.66,21.42,31.69,28.66,,,,,,,,
Calc annual,29.66,21.42,31.69,28.66,0.00,11.60,0.00,0.00,0.00,0.00,0.00,
Difference,-0.00,0.00,0.00,0.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
