"WEST KIRBY (ST. ANDREW'S VIC)",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,2804,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,2.79,3.33,3.55,1.52,1.61,1.63,1.99,2.26,4.12,1.41,4.50,
February,2.86,0.17,2.32,3.30,0.43,4.57,2.24,1.04,2.25,0.91,0.42,
March,3.85,1.52,1.48,0.87,0.63,1.05,0.81,2.46,1.19,0.08,3.77,
April,3.47,0.93,1.88,1.94,1.54,1.39,0.59,1.10,1.00,0.74,3.14,
May,3.05,1.28,1.12,2.85,6.00,1.94,2.98,1.30,1.74,1.19,0.98,
June,4.30,0.05,1.39,0.41,1.69,0.00,0.97,3.23,4.52,1.41,1.84,
July,6.34,1.08,3.29,2.35,3.47,2.02,3.91,3.96,1.22,2.63,4.48,
August,1.83,4.83,2.88,2.61,5.70,2.51,2.72,6.12,2.53,1.85,4.03,
September,2.15,1.13,2.52,3.08,3.12,3.61,3.71,5.09,1.18,2.11,3.05,
October,1.72,2.47,0.25,4.20,3.54,3.34,2.80,2.10,3.23,4.21,3.78,
November,0.44,2.32,1.74,3.37,1.51,3.06,3.59,3.37,3.27,5.16,-999.00,
December,1.90,2.64,3.46,4.20,3.24,2.04,1.00,1.32,2.01,4.41,3.86,
Total,34.70,21.75,25.88,30.70,32.48,27.16,27.31,33.35,28.26,26.11,37.98,
Calc annual,34.70,21.75,25.88,30.70,32.48,27.16,27.31,33.35,28.26,26.11,33.85,
Difference,0.00,0.00,0.00,0.00,-0.00,0.00,-0.00,0.00,0.00,0.00,4.13,
