"CHORLTON CUM HARDY",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,3.49,4.52,2.76,2.80,2.75,,,,,,,
February,3.01,0.40,3.54,4.27,0.89,,,,,,,
March,2.91,2.40,2.08,1.49,1.24,,,,,,,
April,4.08,1.13,2.26,2.81,1.51,,,,,,,
May,4.57,1.99,1.34,2.98,4.99,,,,,,,
June,2.74,0.22,2.19,0.56,2.81,,,,,,,
July,6.87,0.98,4.33,6.14,3.57,,,,,,,
August,1.57,4.43,4.23,4.20,5.19,,,,,,,
September,2.64,0.92,3.12,3.69,3.33,,,,,,,
October,1.13,2.02,0.15,4.33,3.84,,,,,,,
November,0.87,2.12,2.35,4.83,1.36,,,,,,,
December,2.48,4.12,3.56,4.12,3.63,,,,,,,
Total,36.36,25.25,31.91,42.22,35.11,,,,,,,
Calc annual,36.36,25.25,31.91,42.22,35.11,0.00,0.00,0.00,0.00,0.00,0.00,
Difference,0.00,-0.00,0.00,0.00,0.00,NaN,NaN,NaN,NaN,NaN,NaN,
