"CROYDE MANOR",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,,,,,,,,,6.16,1.73,,
February,,,,,,,,,3.10,1.68,,
March,,,,,,,,,3.67,0.51,,
April,,,,,,,,,1.64,0.87,,
May,,,,,,,,,1.15,3.07,,
June,,,,,,,,,3.56,2.16,,
July,,,,,,,,,2.49,1.93,,
August,,,,,,,,,4.24,2.27,,
September,,,,,,,,,2.06,0.29,,
October,,,,,,,,,6.81,,,
November,,,,,,,,,3.90,,,
December,,,,,,,,,5.83,,,
Total,,,,,,,,,44.61,,,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,44.61,14.51,0.00,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00,NaN,NaN,
