"MILFORD WATERWORKS",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,2349,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,3.08,2.13,3.85,1.86,2.55,1.97,2.91,2.02,4.85,1.71,3.98,
February,2.26,0.28,2.68,5.36,0.77,3.14,2.39,1.67,2.87,0.64,0.47,
March,2.10,1.52,2.33,1.61,0.79,1.08,1.10,2.39,2.17,0.30,3.90,
April,4.45,1.17,2.04,2.34,2.88,1.20,1.53,2.06,1.80,0.62,2.57,
May,3.80,1.29,1.09,2.39,3.92,5.23,4.30,1.59,0.37,1.95,2.16,
June,3.18,0.38,0.66,0.47,2.69,0.18,1.56,4.86,3.35,1.40,1.29,
July,4.35,0.54,4.28,5.94,3.70,3.25,1.93,2.69,1.51,1.99,6.58,
August,1.21,3.33,3.91,2.16,3.51,2.62,1.93,4.64,3.86,2.08,2.87,
September,1.93,0.87,2.93,2.41,3.71,3.87,1.11,3.78,1.16,0.56,3.65,
October,2.29,2.35,0.48,3.38,3.48,4.51,2.82,1.94,3.77,3.77,2.93,
November,0.75,1.73,1.02,2.11,1.62,1.49,4.85,3.51,3.56,6.05,3.24,
December,2.39,2.09,4.10,4.10,2.58,2.27,0.66,2.02,1.97,4.86,2.76,
Total,31.79,17.68,29.37,34.13,32.20,30.81,27.09,33.17,31.24,25.93,36.40,
Calc annual,31.79,17.68,29.37,34.13,32.20,30.81,27.09,33.17,31.24,25.93,36.40,
Difference,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,-0.00,0.00,0.00,0.00,
