"WONSTON, UPTON HOUSE",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,661,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,,,,,3.02,3.01,5.35,2.61,5.45,1.58,4.67,
February,,,,,0.33,4.40,1.73,4.79,2.16,0.84,0.89,
March,,,,,1.17,0.51,0.61,4.12,3.06,0.09,1.19,
April,,,,,3.35,2.86,3.29,2.31,1.71,0.73,2.18,
May,,,,,3.79,3.61,2.36,0.92,1.36,1.50,1.88,
June,,,,,1.86,0.00,2.36,2.55,2.50,1.42,0.39,
July,,,,,3.98,3.23,2.07,3.72,1.19,1.71,1.97,
August,,,,,2.40,3.10,1.12,3.42,2.11,1.07,4.03,
September,,,,,4.45,3.43,1.21,5.75,1.42,0.31,3.27,
October,,,,,4.45,3.75,2.38,1.94,5.68,3.92,1.68,
November,,,,,3.01,2.52,7.56,4.03,2.72,9.48,4.83,
December,,,,,5.97,3.91,0.43,4.17,2.96,8.21,3.27,
Total,,,,,37.78,34.33,30.47,40.33,32.32,30.86,30.25,
Calc annual,0.00,0.00,0.00,0.00,37.78,34.33,30.47,40.33,32.32,30.86,30.25,
Difference,NaN,NaN,NaN,NaN,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
