"ARDSLEY RESERVOIR NO 2",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,3247,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,2.95,3.56,2.93,1.41,1.61,2.21,2.14,1.82,4.61,1.72,3.79,
February,2.10,0.13,2.56,4.15,0.99,3.86,2.21,0.94,2.73,0.54,0.71,
March,1.89,0.86,1.65,1.59,0.88,0.89,0.59,1.97,1.92,0.26,2.74,
April,3.08,0.84,2.85,1.72,1.37,2.93,1.27,2.41,0.75,1.05,2.12,
May,3.15,1.06,0.89,3.05,3.80,3.83,2.42,1.85,2.30,1.26,1.38,
June,1.63,0.12,1.67,0.77,2.20,0.04,3.18,1.90,3.61,1.01,1.28,
July,6.13,0.47,3.57,5.44,2.68,0.80,2.17,3.94,0.32,2.20,4.75,
August,1.60,3.79,5.14,2.86,2.39,2.79,3.27,5.72,3.48,2.60,3.30,
September,0.88,0.87,2.94,1.85,3.00,2.74,1.22,3.34,0.26,0.71,3.74,
October,2.01,1.43,0.76,2.00,3.39,2.66,2.63,2.14,4.52,2.13,2.67,
November,1.01,2.14,1.24,2.58,1.90,1.83,3.66,3.20,3.81,4.27,2.74,
December,2.60,3.06,3.21,2.67,2.32,3.21,0.92,2.47,1.34,4.62,2.00,
Total,29.03,18.33,29.41,30.09,26.53,27.79,25.68,31.70,29.65,22.37,31.22,
Calc annual,29.03,18.33,29.41,30.09,26.53,27.79,25.68,31.70,29.65,22.37,31.22,
Difference,-0.00,0.00,-0.00,-0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,
