"OVING HOUSE",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,1018,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,2.29,2.66,2.42,1.61,2.90,1.60,2.97,2.66,3.97,1.41,2.98,
February,0.69,0.37,2.48,3.32,0.61,3.05,2.19,3.73,1.68,0.85,0.88,
March,1.81,1.20,1.78,2.33,0.75,0.72,0.35,2.33,2.16,0.18,1.40,
April,3.32,1.13,3.71,2.46,2.93,1.66,2.49,1.71,1.26,1.14,1.79,
May,2.00,1.67,1.38,1.59,8.05,2.07,2.92,0.90,1.32,1.46,2.18,
June,3.16,0.37,1.35,0.59,2.92,0.04,2.98,3.90,2.25,1.09,1.28,
July,5.15,0.35,5.38,3.25,4.18,4.24,2.21,2.75,2.11,1.42,2.69,
August,1.43,2.03,3.72,3.53,2.24,2.27,1.54,3.97,3.90,0.68,2.57,
September,2.32,1.62,1.86,2.97,3.99,3.17,2.35,5.95,0.89,0.20,3.13,
October,1.27,0.99,0.69,4.51,4.09,3.27,2.33,1.88,3.39,4.07,1.21,
November,1.54,2.19,1.16,1.53,2.86,1.79,4.04,2.87,2.95,6.27,3.87,
December,2.12,1.87,2.58,2.85,4.16,2.09,0.55,3.19,2.71,4.71,2.78,
Total,27.10,16.45,28.51,30.54,39.68,25.97,26.92,35.84,28.59,23.48,26.76,
Calc annual,27.10,16.45,28.51,30.54,39.68,25.97,26.92,35.84,28.59,23.48,26.76,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
