"STRATHAVEN (GLENGAVEL RESERVOIR)",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,5189,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,6.71,11.03,4.87,6.95,3.55,4.27,5.41,6.48,10.75,1.19,6.95,
February,7.48,1.31,3.86,4.28,1.48,4.99,4.77,2.77,4.83,2.16,0.34,
March,5.26,8.56,2.44,1.84,1.13,2.39,3.80,2.99,2.04,1.12,2.87,
April,2.41,1.63,1.57,3.63,2.82,5.98,2.71,3.90,1.26,2.06,1.19,
May,6.44,2.62,4.60,2.50,5.27,6.95,4.01,1.85,1.56,4.02,1.54,
June,2.02,-999.00,2.58,1.89,2.37,0.54,2.54,5.67,5.53,2.94,3.10,
July,5.00,3.73,4.36,5.23,4.14,3.53,3.31,6.17,4.16,4.36,3.34,
August,6.47,7.11,3.44,9.18,4.45,3.21,3.66,5.12,4.73,7.44,5.88,
September,2.96,2.42,2.64,7.01,5.66,3.89,3.81,7.40,5.10,1.71,3.96,
October,1.57,5.98,3.13,8.46,4.02,3.71,5.92,5.82,7.60,5.94,7.51,
November,3.79,2.06,3.18,5.75,3.25,1.45,6.33,7.03,6.43,7.13,6.99,
December,3.92,10.13,4.19,4.76,5.56,4.55,2.79,1.96,4.53,9.98,3.28,
Total,54.03,57.43,40.86,61.48,43.70,45.46,49.06,57.16,58.52,50.05,46.95,
Calc annual,54.03,56.58,40.86,61.48,43.70,45.46,49.06,57.16,58.52,50.05,46.95,
Difference,-0.00,0.85,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,-0.00,0.00,
