"CHARTERHOUSE",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,2027,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,,,,2.38,5.56,3.88,6.21,5.88,8.07,2.00,5.83,
February,,,,8.90,0.60,5.71,3.05,3.98,3.50,1.76,1.10,
March,,,,1.69,1.99,0.62,1.25,5.12,3.57,0.24,2.63,
April,,,,3.08,4.30,3.80,3.16,2.32,2.30,1.04,3.92,
May,,,,1.84,6.44,5.07,3.18,1.94,1.05,2.59,2.60,
June,,,,0.85,3.02,0.00,3.21,4.68,2.42,2.57,0.88,
July,,,,2.71,5.71,5.52,3.35,6.58,4.32,2.32,3.40,
August,,,,4.17,7.78,6.21,5.28,6.20,4.96,5.86,9.60,
September,,,,5.12,5.16,4.53,2.85,8.72,1.79,0.55,5.22,
October,,,,5.90,6.98,4.23,6.33,3.48,8.17,8.66,4.58,
November,,,,4.15,3.92,2.73,8.03,6.20,3.66,10.93,3.90,
December,,,,4.62,4.50,4.88,0.78,3.32,3.93,8.50,5.25,
Total,,,,45.41,55.96,47.18,46.68,58.42,47.74,47.02,48.91,
Calc annual,0.00,0.00,0.00,45.41,55.96,47.18,46.68,58.42,47.74,47.02,48.91,
Difference,NaN,NaN,NaN,-0.00,-0.00,0.00,-0.00,0.00,0.00,0.00,0.00,
